31.0,1.8333333333333333,3.9166666666666665,3.0,2.9166666666666665,3.03125
1029.0,2.5,4.035714285714286,4.571428571428571,3.0,3.423076923076923
1061.0,3.3333333333333335,4.0,3.2777777777777777,3.8,3.3125
1129.0,2.0,3.5454545454545454,3.25,3.357142857142857,3.4615384615384617
1172.0,4.2,3.8333333333333335,4.5,4.136363636363637,4.55
1263.0,3.5833333333333335,4.333333333333333,4.041666666666667,3.888888888888889,3.4583333333333335
1287.0,2.7857142857142856,4.65,4.181818181818182,3.75,3.7083333333333335
1293.0,3.2857142857142856,4.5,4.25,3.8636363636363638,4.0625
1339.0,3.1875,3.5,3.6785714285714284,3.1666666666666665,2.6666666666666665
1343.0,3.25,4.055555555555555,3.888888888888889,3.5,3.6333333333333333
1371.0,2.2142857142857144,3.6923076923076925,2.6363636363636362,3.5,3.0454545454545454
1405.0,2.2857142857142856,3.9285714285714284,3.0,3.1,2.9642857142857144
1953.0,3.5,4.464285714285714,4.1875,3.25,3.9
2105.0,3.0714285714285716,3.588235294117647,3.388888888888889,3.4444444444444446,3.9
2150.0,2.5833333333333335,4.2727272727272725,3.2222222222222223,2.8333333333333335,3.7857142857142856
2193.0,2.125,3.8,2.9444444444444446,2.2142857142857144,3.857142857142857
2294.0,2.6666666666666665,3.861111111111111,3.0625,3.142857142857143,2.9642857142857144
2455.0,3.0,3.625,3.611111111111111,2.75,3.7857142857142856
2968.0,1.5,4.041666666666667,4.0,3.5,3.6818181818181817
3671.0,3.3333333333333335,4.125,4.045454545454546,3.1666666666666665,4.225
10.0,2.85,3.8902439024390243,3.4166666666666665,2.5555555555555554,3.3684210526315788
110.0,3.217391304347826,4.41875,3.8461538461538463,3.6,3.80327868852459
272.0,4.166666666666667,4.25,3.388888888888889,4.2,4.153846153846154
356.0,3.609375,4.4094827586206895,3.8114754098360657,3.53125,4.1
357.0,3.0555555555555554,4.102564102564102,3.260869565217391,3.7,3.6527777777777777
364.0,2.96875,4.323076923076923,3.3780487804878048,3.55,3.75
367.0,2.1363636363636362,3.6470588235294117,2.787878787878788,2.4705882352941178,3.077777777777778
377.0,2.9583333333333335,3.992063492063492,3.28125,2.975,3.5943396226415096
480.0,2.8703703703703702,4.319277108433735,3.518867924528302,3.064516129032258,3.725
500.0,3.1818181818181817,4.125,3.263157894736842,2.7,3.3194444444444446
539.0,2.8636363636363638,4.0,3.074074074074074,2.8333333333333335,3.554054054054054
551.0,3.272727272727273,3.738095238095238,3.8863636363636362,3.1363636363636362,3.76
588.0,2.8043478260869565,4.226027397260274,3.55,3.4047619047619047,3.5086206896551726
589.0,2.9761904761904763,4.409638554216867,3.9146341463414633,4.0,3.8972602739726026
590.0,3.5526315789473686,4.2063492063492065,3.5416666666666665,3.391304347826087,3.4918032786885247
592.0,2.78125,3.663793103448276,3.486111111111111,3.125,3.3629032258064515
720.0,2.0,4.5,3.6818181818181817,4.111111111111111,4.115384615384615
318.0,3.9516129032258065,4.796875,4.203703703703703,4.265625,4.581632653061225
355.0,1.4166666666666667,2.6666666666666665,1.9166666666666667,1.5,2.6363636363636362
